"ObservationDate","Country_Region","Province_State","Confirmed","Deaths","Recovered","Active"
2020-03-11,"Georgia",NA,24,0,0,24
2020-03-11,"Azerbaijan",NA,11,0,3,8
2020-03-11,"Cyprus",NA,6,0,0,6
2020-03-11,"Turkey",NA,1,0,0,1
2020-03-11,"Georgia",NA,24,0,0,24
2020-03-11,"Azerbaijan",NA,11,0,3,8
2020-03-11,"Cyprus",NA,6,0,0,6
2020-03-11,"Turkey",NA,1,0,0,1
2020-03-11,"Georgia",NA,25,0,0,25
2020-03-11,"Turkey",NA,5,0,0,5
2020-03-11,"Azerbaijan",NA,15,1,3,11
2020-03-11,"Armenia",NA,8,0,0,8
2020-03-11,"Kazakhstan",NA,4,0,0,4
2020-03-11,"Cyprus",NA,14,0,0,14
2020-03-12,"Armenia",NA,4,0,0,4
2020-03-13,"Azerbaijan",NA,15,1,3,11
2020-03-13,"Turkey",NA,5,0,0,5
2020-03-13,"Azerbaijan",NA,23,1,6,16
2020-03-14,"Georgia",NA,30,0,0,30
2020-03-14,"Cyprus",NA,26,0,0,26
2020-03-14,"Armenia",NA,18,0,0,18
2020-03-14,"Kazakhstan",NA,6,0,0,6
2020-03-14,"Georgia",NA,33,0,0,33
2020-03-14,"Cyprus",NA,26,0,0,26
2020-03-15,"Armenia",NA,26,0,0,26
2020-03-15,"Kazakhstan",NA,9,0,0,9
2020-03-15,"Turkey",NA,6,0,0,6
2020-03-15,"Kosovo",NA,2,0,0,2
2020-03-15,"Kosovo",NA,2,0,0,2
2020-03-15,"Kosovo",NA,2,0,0,2
2020-03-15,"Kosovo",NA,2,0,0,2
2020-03-15,"Kosovo",NA,2,0,0,2
2020-03-15,"Kosovo",NA,2,0,0,2
2020-03-15,"Kosovo",NA,2,0,0,2
2020-03-16,"Armenia",NA,52,0,0,52
2020-03-16,"Cyprus",NA,33,0,0,33
2020-03-16,"Georgia",NA,33,0,1,32
2020-03-16,"Turkey",NA,18,0,0,18
2020-03-16,"Azerbaijan",NA,15,1,6,8
2020-03-16,"Kazakhstan",NA,10,0,0,10
2020-03-17,"Armenia",NA,78,0,1,77
2020-03-17,"Turkey",NA,47,1,0,46
2020-03-17,"Cyprus",NA,46,0,0,46
2020-03-17,"Georgia",NA,34,0,1,33
